epoch,train_loss,train_acc,accuracy,train_detached_loss,test_detached_loss,optimizer,loss_fn,repetition,initial_lr,actual_lr,corr_p,epoch_time,method
71,0.001472409512816618,0.9393,0.9307,0.004582127826505651,0.0047226339677348735,Adam,,,1e-06,1e-06,0.2,0.8725011348724365,MC
72,0.0014690112291369586,0.9394666666666667,0.9307,0.004583417632710188,0.004727673493605107,Adam,,,1e-06,1e-06,0.2,0.7499480247497559,MC
73,0.0014656475983482475,0.9395333333333333,0.9307,0.004584738200965027,0.0047326080071739855,Adam,,,1e-06,1e-06,0.2,0.8676574230194092,MC
74,0.0014623630566212038,0.9396833333333333,0.9308,0.004586158757656813,0.004737704582419246,Adam,,,1e-06,1e-06,0.2,0.8954980373382568,MC
75,0.0014591165697357307,0.93975,0.9308,0.004587583516755452,0.004742730014305562,Adam,,,1e-06,1e-06,0.2,0.7589528560638428,MC
76,0.0014559134332695976,0.93985,0.9308,0.004589014324483772,0.0047477903265506025,Adam,,,1e-06,1e-06,0.2,0.7519700527191162,MC
77,0.0014527620019003128,0.9398833333333333,0.9307,0.004590506882189462,0.004752798018511385,Adam,,,1e-06,1e-06,0.2,0.7727491855621338,MC
78,0.001449661022836032,0.9399,0.9307,0.00459202899960801,0.004757924147322774,Adam,,,1e-06,1e-06,0.2,0.7783529758453369,MC
79,0.0014465944313288978,0.93995,0.931,0.004593584408642103,0.00476300086369738,Adam,,,1e-06,1e-06,0.2,1.263868808746338,MC
80,0.0014435832557578882,0.9399666666666666,0.9309,0.004595179368928075,0.00476813656296581,Adam,,,1e-06,1e-06,0.2,0.7571439743041992,MC
